FID,F_id,power,ObjID,pop_densit,road,building_3,cluster_id,priority_s,a,POINT_X,POINT_Y
174,node/8550747774,tower,11221,12752.87155,1713.761312,0.000144541,0,-1.620750453,0.396287634,37740064.79,2559538.844
175,node/10159516032,tower,15124,25558.02987,1823.610596,0.000190271,0,-0.950990722,0.664685231,37739993.63,2565222.476
176,node/8755217115,tower,15086,27990.00247,1772.963593,0.000190497,0,-0.769956233,0.737232474,37739765.27,2565360.21
177,node/8498366760,tower,8148,28248.88576,1418.650146,0.000204163,0,-0.369825006,0.897579916,37738692.96,2565765.892
178,node/8498366758,tower,8147,31074.9221,1241.598572,0.000202177,0,-0.764640773,0.739362576,37738826.83,2566142.739
179,node/8498366757,tower,8146,28877.60233,1241.598572,0.000200864,0,-0.790050987,0.72917976,37738826.83,2566322.431
180,node/8498366756,tower,8145,30225.58085,1206.67867,0.000202554,0,-0.863818295,0.69961846,37738815.63,2566421.042
181,node/8498366768,tower,8155,30748.44859,1047.812332,0.000200619,0,-1.290948076,0.528451694,37738800.7,2566606.912
182,node/8550783091,tower,12034,8002.426896,763.7706757,0.000110773,1,-0.482956038,0.85224411,37744379.71,2565328.514
183,node/8550783353,tower,12196,9611.839285,810.5156708,0.00010736,1,-0.377633279,0.894450851,37744617.56,2565349.219
184,node/8550783115,tower,12058,16577.45772,872.260376,0.000115225,1,-0.676624228,0.774634074,37745259.42,2565365.509
185,node/8550563106,tower,11198,8589.058987,763.7706757,0.00010696,1,-0.464877026,0.859489042,37744372.27,2565363.241
186,node/8550783355,tower,12198,8864.521012,763.7706757,0.00010696,1,-0.468542008,0.858020347,37744367.12,2565391.986
187,node/8550783356,tower,12199,9493.237579,799.9723918,0.000100498,1,-0.36425611,0.89981158,37744559.56,2565449.944
188,node/8550783357,tower,12200,11249.30799,821.835083,9.54521E-05,1,-0.370361642,0.897364866,37744796.32,2565653.626
189,node/8550783358,tower,12201,11212.32466,819.7444611,8.87973E-05,1,-0.38564901,0.89123865,37744877.85,2565819.235
190,node/8497573395,tower,6274,6790.904099,849.9038493,8.62592E-05,1,-0.234709616,0.951725671,37745010.68,2566065.352
191,node/8497573396,tower,6275,5650.797382,842.9716797,7.66561E-05,1,-0.361027917,0.901105236,37744986.51,2566173.049
192,node/8497573383,tower,6262,3781.226414,774.584554,9.75612E-05,1,-0.450560491,0.865226209,37747025.61,2566149.731
193,node/8497573382,tower,6261,4343.628049,764.4248505,0.000101376,1,-0.46692221,0.858669461,37746902.15,2566226.54
194,node/8497573381,tower,6260,4940.462437,805.7527924,0.000103732,1,-0.362042925,0.900698485,37746760.95,2566230.341
195,node/8497573380,tower,6259,4833.338316,805.0747833,0.000100178,1,-0.352270832,0.904614525,37746638.38,2566327.94
196,node/8497581688,tower,6687,1869.570969,862.8016764,9.43846E-05,1,-0.371770386,0.89680033,37745822.78,2566315.546
197,node/8497573379,tower,6258,4578.280885,805.0747833,9.93321E-05,1,-0.357226754,0.902628503,37746595.2,2566363.438
198,node/8497581689,tower,6688,2800.530592,843.4443207,9.5923E-05,1,-0.34722048,0.906638389,37746089.84,2566389.377
199,node/8497573378,tower,6257,3075.992617,805.0747833,9.73403E-05,1,-0.407222583,0.882593318,37746380.58,2566435.317
200,node/8497581687,tower,6686,2615.613954,857.6463318,8.86219E-05,1,-0.350644964,0.905266071,37745635.25,2566453.214
201,node/8497581690,tower,6689,3500.66324,805.0747833,9.73403E-05,1,-0.390475145,0.889304639,37746410.58,2566473.667
202,node/8497581691,tower,6690,3582.281617,805.0747833,9.61066E-05,1,-0.386505979,0.890895231,37746559.74,2566512.492
203,node/8497581693,tower,6692,2013.678417,691.7576294,9.31877E-05,1,-0.70147337,0.7646761,37746995.25,2567019.308
204,node/8497581694,tower,6693,188.7424989,688.796936,0.000101975,1,-0.774502719,0.735410528,37747213.3,2567268.548
205,node/8497573376,tower,6255,3112.975945,797.7887166,9.9833E-05,1,-0.425117718,0.875422073,37746378.36,2566542.013
206,node/8497573377,tower,6256,3365.482801,737.6550903,9.9693E-05,1,-0.554190414,0.82369785,37746375.09,2566700.333
207,node/8497581692,tower,6691,3151.234559,691.7576294,9.12382E-05,1,-0.672734706,0.77619275,37746799.47,2566791.944
208,node/8497573373,tower,6252,5291.166405,717.0004425,0.000104578,1,-0.579268853,0.813647988,37746372.61,2566858.812
209,node/8497581686,tower,6685,1654.04744,809.0101471,8.60714E-05,1,-0.482843492,0.852289211,37745486.65,2566847.875
210,node/8497573372,tower,6251,6704.184572,711.3520101,0.000108149,1,-0.596784899,0.806628658,37746369.67,2567028.067
211,node/8497573371,tower,6250,8257.484327,654.8930054,0.000115432,1,-0.780243251,0.733110084,37746369.29,2567117.568
212,node/8497573370,tower,6249,9358.057141,679.211731,0.000115432,1,-0.729800868,0.75332422,37746316.12,2567149.488
213,node/8497581701,tower,6700,0,548.8308716,9.89187E-05,1,-1.106654636,0.60230492,37746569.34,2568920.571
214,node/8497573397,tower,6276,4046.486142,842.1829834,6.70472E-05,1,-0.510720966,0.841117673,37744941.1,2566327.406
215,node/8497581684,tower,6683,1896.351999,841.6431885,7.28381E-05,1,-0.519511832,0.837594846,37745095.93,2566581.257
216,node/8497581685,tower,6684,809.8073432,838.3311768,7.59771E-05,1,-0.544054857,0.827759544,37745188.01,2566745.835
217,node/8497576941,tower,6574,0,499.9155477,0,1,-1.871383132,0.295849812,37745189.49,2572519.426
218,node/8497581713,tower,6712,0,497.3955078,0,1,-1.875556697,0.29417731,37745134.19,2572540.915
219,node/8497576947,tower,6580,0,490.8157654,0,1,-1.886527146,0.289781043,37745023.53,2573052.966
220,node/8497581714,tower,6713,0,490.8157654,0,1,-1.886527146,0.289781043,37744922.85,2573060.317
221,node/8497576942,tower,6575,0,490.8157654,0,1,-1.886527146,0.289781043,37744975.16,2573070.745
222,node/8497576946,tower,6579,0,490.8157654,0,1,-1.886527146,0.289781043,37744950.48,2573234.244
223,node/8497576943,tower,6576,0,487.8630168,0,1,-1.891484427,0.287794477,37744906.41,2573241.166
224,node/8550563070,tower,11162,6891.651784,1093.985982,0.000111364,1,-0.528673811,0.833923301,37743580.31,2562798.59
225,node/8550563071,tower,11163,3072.166756,1023.606918,0.000106022,1,-0.415044258,0.879458882,37743818.2,2562810.954
226,node/8550563072,tower,11164,2729.114511,1055.60083,0.000102049,1,-0.475108635,0.855388856,37744073.02,2562821.405
227,node/8550563086,tower,11178,14678.55515,1232.174377,0.000130144,1,-1.099598939,0.6051324,37743129.74,2562847.416
228,node/8550563087,tower,11179,13261.71112,1192.567057,0.000130144,1,-0.98018732,0.65298507,37743125.44,2562993.058
229,node/3230307797,tower,531,14744.87008,1232.174377,0.000134305,1,-1.131429078,0.592376881,37743045.78,2562995.219
230,node/8550563090,tower,11182,11920.10903,1139.450974,0.00012101,1,-0.767481516,0.738224185,37743231.71,2563008.867
231,node/8550563089,tower,11181,7746.094177,1094.296402,0.000108769,1,-0.514394854,0.839645409,37743509.8,2563016.95
232,node/8550563091,tower,11183,2085.094498,996.2114461,9.57927E-05,1,-0.384904974,0.891536813,37744003.74,2563031.316
233,node/8550563088,tower,11180,12150.93601,1139.450974,0.000118006,1,-0.752612646,0.744182693,37743191.68,2563035.825
234,node/8550563066,tower,11158,1736.941105,1000.378662,8.89198E-05,1,-0.420874278,0.877122577,37744443.25,2563053.951
235,node/8550563094,tower,11186,1099.297527,1019.580048,8.96468E-05,1,-0.479988479,0.853433321,37744260.36,2563066.13
236,node/8550563073,tower,11165,1767.547996,1015.36673,8.4877E-05,1,-0.458712025,0.861959587,37744500.56,2563146.025
237,node/8550563096,tower,11188,1722.912946,913.8996379,8.72865E-05,1,-0.367876817,0.898360628,37744414.15,2563169.327
238,node/8550563099,tower,11191,1808.357185,913.8996379,8.58329E-05,1,-0.370485915,0.897315065,37744470.64,2563176.87
239,node/8550563095,tower,11187,1753.519838,913.8996379,8.72865E-05,1,-0.366043353,0.899095365,37744398.65,2563192.084
240,node/8550563102,tower,11194,3376.960386,956.8941447,8.5426E-05,1,-0.301313919,0.925034853,37744667.16,2563255.675
241,node/8550563103,tower,11195,3595.034489,956.8941447,8.55826E-05,1,-0.289128667,0.929917936,37744620.29,2563255.727
242,node/8550783073,tower,12016,3672.827005,956.8941447,8.55826E-05,1,-0.285245647,0.931474006,37744588.19,2563293.607
243,node/8550783077,tower,12020,3628.191955,950.5074615,8.55826E-05,1,-0.281853041,0.932833549,37744560.78,2563305.317
244,node/8550783082,tower,12025,3763.372393,950.5074615,8.55826E-05,1,-0.275014506,0.935574004,37744534.03,2563318.69
245,node/8550563104,tower,11196,7386.4632,950.5237427,8.60045E-05,1,-0.163455579,0.980279809,37744611.78,2563489.443
246,node/8550783074,tower,12017,7516.54249,913.921346,8.60045E-05,1,-0.142319158,0.988749958,37744582.02,2563518.75
247,node/8550563101,tower,11193,8586.508412,950.5237427,9.01286E-05,1,-0.14527321,0.98756616,37744652.66,2563536.446
248,node/8550783078,tower,12021,8131.230898,891.6316376,9.138E-05,1,-0.114245788,1,37744551.27,2563592.056
249,node/8550783081,tower,12024,10637.17016,854.2170715,9.59335E-05,1,-0.282273807,0.932664933,37744516.77,2563786.541
250,node/8550783075,tower,12018,11694.38321,867.9049225,9.59335E-05,1,-0.319025203,0.917937283,37744568.98,2563861.329
251,node/8550783079,tower,12022,10680.52992,864.035258,9.59335E-05,1,-0.268559472,0.938160776,37744542.05,2563861.431
252,node/8550563100,tower,11192,12678.90489,867.9049225,9.83252E-05,1,-0.378464143,0.894117893,37744636.19,2563886.894
253,node/8550783083,tower,12026,8502.33946,819.7231293,0.000109899,1,-0.355412735,0.903355448,37744499.16,2564263.509
254,node/8550783076,tower,12019,8696.183108,819.7231293,0.00010759,1,-0.339252193,0.909831577,37744554.51,2564266.6
255,node/8550783080,tower,12023,8376.086032,819.7231293,0.000109899,1,-0.353614478,0.904076077,37744526.19,2564274.748
256,node/8550563105,tower,11197,8340.377992,828.4613241,0.000110927,1,-0.345142319,0.907471185,37744578.66,2564293.654
257,node/8550783096,tower,12039,5771.949662,809.3652954,0.00011309,1,-0.407293161,0.882565035,37744493.06,2564485.227
258,node/8550783097,tower,12040,5530.92039,809.3652954,0.000112748,1,-0.407748148,0.882382705,37744520.41,2564493.191
259,node/8550783089,tower,12032,5310.295712,809.3652954,0.000115325,1,-0.436316312,0.87093438,37744547.64,2564501.153
260,node/8550783088,tower,12031,5292.441692,823.0285441,0.000115325,1,-0.412063875,0.880653233,37744577.37,2564506.562
261,node/8550783085,tower,12028,5089.671034,823.0285441,0.000115325,1,-0.41600804,0.879072659,37744607.55,2564518.806
262,node/8550783095,tower,12038,4510.690666,779.9551595,0.00011638,1,-0.518352406,0.838059471,37744417.32,2564661.102
263,node/8550783098,tower,12041,4628.017084,779.9551595,0.000116643,1,-0.518302521,0.838079462,37744443.44,2564669.045
264,node/8550783099,tower,12042,4460.954467,800.7702637,0.000116643,1,-0.482199052,0.852547463,37744471.36,2564676.342
265,node/8550783087,tower,12030,4385.712525,779.9551595,0.000115987,1,-0.517574437,0.838371232,37744475.94,2564732.592
266,node/8550783084,tower,12027,4242.880364,800.7702637,0.00011487,1,-0.470894018,0.857077809,37744523.58,2564785.991
267,node/8550783093,tower,12036,5076.918163,770.0754089,0.000115873,1,-0.523672539,0.835927496,37744293.26,2565012.214
268,node/8550783100,tower,12043,4988.923349,770.0754089,0.000115901,1,-0.525368986,0.835247667,37744325.49,2565014.116
269,node/8550783086,tower,12029,4334.701039,770.0754089,0.000115901,1,-0.537906765,0.830223313,37744355.24,2565027.307
270,node/8550783346,tower,12189,5609.988193,769.3166097,0.000112838,1,-0.492818055,0.848292034,37744423.79,2565121.638
271,node/8550783101,tower,12044,5731.140473,755.0802816,0.00011503,1,-0.540528249,0.829172787,37744267.4,2565137.386
272,node/8550783094,tower,12037,6247.631771,755.0802816,0.000115527,1,-0.539898926,0.82942498,37744208.71,2565137.245
273,node/8550783092,tower,12035,6093.322025,755.0802816,0.00011503,1,-0.537070203,0.830558555,37744236.98,2565140.036
274,node/8550783366,tower,12209,7267.861494,1565.858643,0.000119322,1,-1.789138457,0.328808308,37742063.01,2564559.557
275,node/8550783367,tower,12210,6938.837409,1540.47937,0.000119785,1,-1.723137189,0.355257467,37741894.45,2564672.85
276,node/8550783368,tower,12211,5782.151959,1733.363495,0.000125769,0,-2.134492383,0.190412164,37741720.92,2564737.549
277,node/8498338903,tower,7727,2518.69213,900.0461273,0.000112654,1,-0.394358472,0.887748445,37741579.11,2566617.273
278,node/8498338904,tower,7728,1986.897387,897.6078949,8.78567E-05,1,-0.354064734,0.903895642,37741859.46,2566752.603
279,node/8498338905,tower,7729,1568.6032,897.6078949,8.06496E-05,1,-0.423061166,0.87624621,37742025.64,2566835.23
280,node/8550783067,tower,12010,925.8584743,865.2365265,5.887E-05,1,-0.687851847,0.770134751,37742504.91,2566907.114
281,node/8498338906,tower,7730,1534.170447,959.5440063,7.91791E-05,1,-0.445681606,0.867181359,37742144.11,2567114.004
282,node/8498338899,tower,7723,2595.20936,980.3871765,8.80835E-05,1,-0.352272178,0.904613986,37742218.3,2567317.164
283,node/8498338898,tower,7722,3406.29199,980.3871765,8.85818E-05,1,-0.308453497,0.922173759,37742262.91,2567396.876
284,node/8550783066,tower,12009,3370.58395,968.7329915,8.85818E-05,1,-0.294653087,0.927704096,37742345.11,2567420.481
285,node/8498338907,tower,7731,4930.26014,994.3323364,8.85818E-05,1,-0.268180611,0.9383126,37742300.36,2567502.153
286,node/8498338908,tower,7732,13401.99271,1047.314575,0.000109301,1,-0.5636434,0.819909688,37742177.19,2567707.423
287,node/8498338910,tower,7734,17077.37029,1039.918076,0.00011791,1,-0.781895296,0.732448048,37742261.52,2567878.781
288,node/8498338909,tower,7733,19125.48146,1057.969523,0.000122763,1,-0.93752106,0.670083025,37742145.01,2567878.382
289,node/8498338891,tower,7715,23100.55152,1056.693441,0.000135314,1,-1.227800886,0.553757119,37741947.19,2567925.311
290,node/8498338892,tower,7716,29965.42227,1060.69603,0.000140273,0,-1.59852207,0.405195373,37741725.56,2568033.749
291,node/8498338893,tower,7717,32244.36042,1057.217916,0.000140273,0,-1.600634938,0.404348668,37741699.8,2568097.009
292,node/8498338897,tower,7721,35034.68871,1046.790451,0.000144745,0,-1.595024535,0.406596965,37741659.8,2568190.631
293,node/8498338911,tower,7735,22807.23547,1079.474284,0.000133413,1,-1.219678174,0.557012191,37742216.59,2568208.425
294,node/8498338882,tower,7706,13854.71965,1645.228821,0.00015886,0,-1.39769508,0.485674206,37741184.52,2565304.068
295,node/8498338884,tower,7708,19198.17283,1645.228821,0.000161737,0,-1.107468119,0.601978927,37741035.31,2565351.943
296,node/8498338885,tower,7709,19525.92163,1618.361572,0.000163446,0,-1.056368434,0.622456469,37741022.84,2565511.085
297,node/8498338886,tower,7710,5316.672148,1072.523478,0.000170034,1,-1.184799807,0.570989248,37740966.74,2566167.218
298,node/8498338900,tower,7724,5039.934835,1032.479538,0.000166184,1,-1.09881456,0.605446729,37740955.55,2566298.217
299,node/8498338901,tower,7725,4518.342389,1032.479538,0.000151936,1,-0.905948536,0.682735308,37741131.82,2566386.338
300,node/8498338902,tower,7726,3660.074134,955.4965973,0.000134833,1,-0.631699273,0.792637172,37741341.58,2566493.448
301,node/8498338890,tower,7714,27200.59972,1034.520528,0.000132547,1,-1.419137088,0.477081597,37741422.54,2568433.269
302,node/8498338889,tower,7713,31754.65015,1064.013367,0.000132091,0,-1.664289733,0.378839828,37741479.28,2568747.482
303,node/8498360135,tower,7806,4885.62509,877.1349792,2.04072E-05,1,-1.126028235,0.594541199,37741446.38,2570690.086
304,node/8550563092,tower,11184,7528.020074,1060.374573,0.000105427,1,-0.409858772,0.881536899,37743528.12,2563048.695
305,node/8550563093,tower,11185,1904.003722,996.2114461,9.28601E-05,1,-0.396475938,0.886899898,37743999.17,2563058.575
306,node/8550783359,tower,12202,9314.697378,1164.944473,0.000125207,1,-0.809373077,0.721436681,37742906.64,2563412.787
307,node/8550783360,tower,12203,10091.34725,1188.183411,0.00012748,1,-0.888566501,0.689700935,37742805.95,2563526.911
308,node/8550783072,tower,12015,11735.1924,749.0435944,0.000105719,1,-0.566699344,0.818685057,37744049.53,2565482.994
309,node/8550783071,tower,12014,12301.41989,738.0789998,0.000109948,1,-0.628171847,0.794050743,37743781.06,2565519.734
310,node/8550783070,tower,12013,7728.240157,743.1792908,9.08664E-05,1,-0.485256575,0.8513222,37743686.96,2565828.133
311,node/8550783069,tower,12012,4835.888891,747.3635457,7.77593E-05,1,-0.556609267,0.822728526,37743287.81,2566082.357
312,node/8550783068,tower,12011,1281.66359,774.2463989,5.70389E-05,1,-0.787288245,0.730286893,37742940.49,2566446.337
313,node/8498338896,tower,7720,36647.92696,1046.790451,0.000143824,0,-1.618357344,0.397246642,37741622.79,2568278.714
314,node/8498338894,tower,7718,32032.66275,1046.790451,0.000143731,0,-1.592316091,0.407682339,37741548.88,2568370.699
315,node/8498338895,tower,7719,33250.56198,1046.790451,0.000143731,0,-1.594215053,0.406921355,37741582.91,2568373.7
316,node/8498338912,tower,7736,25703.4126,1058.205933,0.000137943,1,-1.385445833,0.490582934,37742177.77,2568516.72
317,node/8498360123,tower,7794,31581.2111,1089.276398,0.000128229,0,-1.65374147,0.383066909,37742097.86,2568825.168
318,node/8498360124,tower,7795,29457.85799,1060.807419,0.000117938,1,-1.502670208,0.443606774,37741976.5,2569148.093
319,node/8498338887,tower,7711,25895.98096,1049.336273,0.000120006,1,-1.291365363,0.528284472,37741551.35,2569147.226
320,node/8498360125,tower,7796,20836.91682,1062.1026,9.49508E-05,1,-0.949200669,0.665402572,37741900.01,2569381.978
321,node/8498338888,tower,7712,15155.51255,1027.549377,9.4334E-05,1,-0.584856097,0.811408972,37741612.27,2569485.096
322,node/8498360126,tower,7797,13171.16573,1016.49588,8.28322E-05,1,-0.498337803,0.846080066,37741830.46,2569586.458
323,node/8497581700,tower,6699,8220.500999,604.0756226,0.000154232,1,-1.222603178,0.555840033,37746925.06,2568516.563
324,node/8497576940,tower,6573,0,501.6243515,0,1,-1.868562042,0.296980328,37745353.32,2572098.67
325,node/8497581712,tower,6711,0,504.1500651,0,1,-1.864405619,0.298645961,37745315.3,2572104.871
326,node/8497576949,tower,6582,0,501.6243515,0,1,-1.868562042,0.296980328,37745384.51,2572122.961
327,node/8497576948,tower,6581,0,498.4484634,0,1,-1.873810937,0.294876901,37745247.96,2572472.861
328,node/8497581715,tower,6714,0,482.4945602,0,1,-1.900550843,0.284161228,37744841.39,2573252.664
329,node/8497581716,tower,6715,0,474.0403595,0,1,-1.914966373,0.278384389,37744650.48,2573734.141
330,node/8497576945,tower,6578,0,476.5907491,0,1,-1.910600042,0.28013414,37744745.96,2573758.382
331,node/8497576944,tower,6577,0,476.5907491,0,1,-1.910600042,0.28013414,37744705.73,2573765.367
332,node/8497573484,tower,6328,7.651722928,475.4798737,0,1,-1.912384089,0.279419206,37744846.27,2573989.772
333,node/8498360136,tower,7807,4195.694739,856.7813924,1.74957E-05,1,-1.181539402,0.572295814,37741378.29,2570771.081
334,node/8498360137,tower,7808,3570.804033,856.7813924,1.56237E-05,1,-1.215470476,0.558698372,37741381.49,2570870.314
335,node/8498338877,tower,7702,0,700.4730988,2.2617E-05,1,-1.31311593,0.519568212,37740079.39,2570995.398
336,node/8498360138,tower,7809,2238.128956,805.5351359,1.07088E-05,1,-1.329439567,0.513026725,37741309.22,2571065.042
337,node/8498360169,tower,7840,856.9929679,764.247701,6.8869E-06,1,-1.43433719,0.470990351,37741212.37,2571319.325
338,node/8498365723,tower,8083,38.25861464,699.010966,1.93563E-05,1,-1.353931347,0.503211959,37740302.49,2571370.03
339,node/8498360170,tower,7841,188.7424989,713.0777588,4.2831E-06,1,-1.527175414,0.433786628,37741131.67,2571534.677
340,node/8498365724,tower,8084,38.25861464,707.6908162,1.6966E-05,1,-1.373444986,0.495392119,37740641.75,2571917.541
341,node/8498365725,tower,8085,31.88217887,701.9558563,1.49544E-05,1,-1.40531375,0.482621122,37740770.54,2571939.024
342,node/8498365726,tower,8086,45.91033757,683.2380168,5.99893E-06,1,-1.539478188,0.428856449,37741204.38,2571989.232
343,node/8498360128,tower,7799,10292.84263,1002.487244,5.91999E-05,1,-0.614169713,0.799661918,37741740.26,2569852.907
344,node/8498360127,tower,7798,9639.895602,1013.210083,6.28554E-05,1,-0.566904264,0.818602939,37741674.96,2569863.318
345,node/8498360131,tower,7802,9726.615129,970.8527629,4.85291E-05,1,-0.726255969,0.754744792,37741681.71,2570031.198
346,node/8498360129,tower,7800,8907.880775,970.7192535,4.85291E-05,1,-0.716435015,0.758680413,37741712.06,2570041.39
347,node/8498360130,tower,7801,8364.608448,950.0928548,3.91887E-05,1,-0.83999919,0.70916366,37741731.56,2570185.291
348,node/8498360134,tower,7805,7603.262016,950.0928548,3.72274E-05,1,-0.865951829,0.698763474,37741718.19,2570221.817
349,node/8498360132,tower,7803,8012.629193,939.6312408,3.1873E-05,1,-0.943848219,0.667547497,37741766.93,2570376.037
350,node/8498360133,tower,7804,5094.772183,877.002182,1.79788E-05,1,-1.159918792,0.580959995,37741832.74,2570739.393
351,node/8498360171,tower,7842,26.78103025,691.6861267,1.36969E-05,1,-1.433042941,0.471509005,37740935.42,2572047.151
